RegistrationNumber,ReferenceCapacity,MWOT,RegisteredDate,ARCExpiredDate,RegistrationStatus
DZ-79985282,140,169,2012-09-18,2013-07-29,Navigation or communication equipment failure
EA-56714443,427,264,2019-07-22,2020-06-28,Active
IC-31870330,166,162,2023-06-07,2024-04-29,Active
EE-11394726,116,165,2021-02-03,2022-01-17,Active
GO-47175203,177,311,1997-07-25,1998-08-21,Active
NK-28595335,198,350,2016-07-19,2017-09-16,Active
WB-75247346,158,238,1996-06-15,1997-06-09,Active
PU-40432487,378,177,2000-03-30,2001-04-14,Active
WE-31660709,128,153,2025-03-06,2026-02-10,Active
BY-46371781,264,194,2017-07-24,2018-09-07,Active
GP-35163084,442,206,2021-07-17,2022-06-25,Active
KK-87360307,369,302,2007-12-10,2008-12-24,Active
ME-12430506,265,399,2003-05-24,2004-04-03,Active
YL-38257461,163,293,2011-07-13,2012-09-03,Active
GQ-31641535,217,115,2003-11-04,2004-11-17,Active
AL-47240862,184,180,2003-12-07,2004-11-26,Aircraft owned by unauthorized entity
BL-53146155,331,128,1998-01-18,1999-02-13,Active
GL-19271660,377,197,2008-06-25,2009-08-15,Active
CD-99308186,315,318,2017-03-29,2018-05-09,Active
BE-29223270,455,231,2023-06-06,2024-06-14,Active
HJ-84458812,467,392,2015-11-11,2016-11-20,Active
PJ-39906547,432,178,2019-09-02,2020-10-31,Active
PP-15314037,253,222,1997-10-18,1998-12-07,Active
PL-27849477,170,238,2024-01-30,2025-01-27,Active
MH-27113273,353,275,2002-06-29,2003-06-11,Active
CG-80351311,210,395,2005-12-01,2007-01-30,Active
TT-65093064,294,180,2017-01-20,2018-02-05,Active
NN-78022644,391,357,2013-12-22,2015-01-27,Active
UL-20067586,254,251,2023-01-24,2024-02-17,Active
HT-54420141,147,116,2002-10-09,2003-11-30,Active
FA-98611672,260,371,2004-10-17,2005-11-14,Active
PI-20967866,266,145,2022-09-21,2023-09-02,Worn-out tires or brakes
CL-43376635,324,147,2014-06-07,2015-06-25,Active
DX-09150330,281,163,2023-02-03,2024-02-15,Corrosion on airframe or wings
EK-25170295,419,289,2000-11-25,2001-11-03,Active
YD-07432051,242,108,2018-08-11,2019-07-26,Active
GY-03098037,249,333,2006-02-18,2007-01-02,Active
EC-02225870,265,264,2010-03-29,2011-02-19,Active
DW-76872044,259,294,2011-01-18,2012-02-04,Active
EK-49859846,206,148,2000-04-09,2001-02-13,Active
UA-91630291,174,180,2020-09-10,2021-10-03,Active
CB-87736850,167,370,2006-02-13,2007-02-04,Active
WX-52514257,195,280,1997-01-27,1998-02-09,Active
EX-88645082,411,339,2003-10-02,2004-11-11,Active
XP-81653535,121,270,2022-07-29,2023-08-22,Active
JC-04057262,408,245,2004-12-25,2005-11-22,Active
FF-06803446,201,335,2013-06-23,2014-05-08,Active
NV-92977242,488,273,2014-08-24,2015-07-25,Active
MQ-05835254,324,215,2000-01-07,2001-01-19,Active
EL-61773980,392,381,2014-03-18,2015-02-15,Active
DO-37937378,214,199,2014-06-15,2015-05-02,Active
NJ-68807203,284,290,2007-09-06,2008-09-30,Active
EE-62872148,474,196,2007-07-21,2008-09-16,Active
BK-42880056,129,167,2015-06-14,2016-08-05,Active
OK-34034008,325,275,2013-01-18,2013-11-30,Active
KS-94665581,370,113,2017-10-21,2018-11-18,Active
HF-44675112,490,241,2024-01-04,2024-11-28,Active
YK-68017023,267,155,2020-11-17,2022-01-03,Active
XF-99540768,485,311,2012-10-08,2013-12-04,Active
BP-26261372,395,249,2006-04-10,2007-03-22,Active
QE-98426974,452,191,2024-02-03,2024-12-25,Active
RK-73382681,219,379,2005-04-20,2006-04-03,Active
XC-79637756,151,388,2008-06-11,2009-04-29,Active
KV-60609360,141,264,2006-03-10,2007-01-29,Active
LX-86347540,176,118,2017-03-23,2018-02-02,Active
XB-69744578,321,377,2000-05-31,2001-06-04,Active
CX-17771256,209,351,2023-03-25,2024-02-06,Active
CY-10228291,250,380,1997-11-26,1998-12-24,Active
YL-74390595,131,182,2017-01-14,2017-12-28,Active
WY-00490245,372,237,2018-04-10,2019-03-08,Active
KB-42843073,268,123,2007-04-20,2008-06-17,Active
TE-76245868,456,250,2010-03-17,2011-01-17,Active
RB-56995518,255,123,2016-05-16,2017-05-08,Active
GT-46694525,130,362,2012-08-09,2013-09-27,Missing maintenance logs
XY-02334465,164,105,2006-02-09,2006-12-23,Active
KH-58758023,439,324,2002-11-01,2003-12-05,Active
SJ-70090194,109,204,2024-10-12,2025-11-10,Active
DZ-55667136,129,260,2009-11-13,2011-01-05,Active
CZ-71525536,485,152,2006-04-29,2007-06-27,Active
VV-91979093,145,283,2004-08-16,2005-08-06,Active
MP-59948825,355,121,2019-07-08,2020-07-10,Active
DP-68912087,394,332,2024-08-25,2025-07-22,Active
HG-19281531,122,199,2015-01-07,2016-01-01,Active
HX-86622985,478,251,2023-05-12,2024-07-02,Active
WB-80605760,400,255,2003-09-12,2004-08-10,Active
HI-68566160,320,167,1999-07-30,2000-07-14,Active
EZ-65361761,473,260,1999-03-23,2000-05-13,Active
JK-84933681,238,184,2016-07-12,2017-07-07,Active
ZV-18211455,111,139,2024-03-10,2025-03-01,Active
LQ-58982529,332,353,2011-04-03,2012-03-10,Active
HE-58241704,335,294,1997-08-05,1998-09-18,Active
XP-11599494,141,166,2019-08-13,2020-06-26,Active
PO-88861654,351,355,1996-09-13,1997-10-04,Active
MQ-79665129,390,334,2021-09-10,2022-07-30,Active
VG-90154591,163,127,2007-02-26,2008-02-15,Active
YF-58589925,215,291,2008-01-16,2008-12-27,Active
FM-03112013,466,123,2019-12-19,2020-11-11,Active
FC-75768245,100,116,2011-03-02,2012-02-05,Active
QN-23851145,123,177,2024-12-30,2026-02-24,Active
VP-34807887,295,194,2005-06-14,2006-05-04,Active
BI-22648553,271,356,1999-02-09,2000-01-01,Active
CI-42670662,354,264,2012-06-04,2013-05-27,Active
DF-07032521,473,209,2017-04-12,2018-03-24,Active
KH-97085295,117,269,2017-05-16,2018-06-13,Active
FS-44637846,254,302,2004-03-01,2005-02-04,Corrosion on airframe or wings
KR-60847236,332,167,2021-10-26,2022-10-06,Active
YF-78669592,258,350,2003-05-12,2004-06-07,Active
IC-02906431,183,157,1997-11-26,1998-12-26,Active
LB-06604010,165,236,2000-04-09,2001-03-10,Active
YZ-55280837,361,318,2010-06-29,2011-08-06,Active
AL-78548121,264,166,2020-10-14,2021-11-26,Active
OL-76801747,499,360,2024-03-05,2025-02-05,Active
JI-06369569,383,155,2002-05-11,2003-05-31,Active
NI-62981689,479,264,2020-12-07,2022-01-25,Active
IM-48385685,418,265,2005-11-30,2006-10-30,Active
YF-65963685,347,121,2013-04-15,2014-03-22,Active
PP-02378685,208,106,2016-06-20,2017-06-13,Active
XK-00976669,445,152,2017-11-16,2019-01-01,Active
PS-23505665,117,107,2012-02-08,2013-03-12,Active
RY-18918658,406,348,2015-09-23,2016-11-03,Active
DT-81031237,127,294,2013-12-03,2015-01-08,Active
GD-38897670,152,185,2015-05-29,2016-05-25,Active
CW-58547661,394,135,1998-08-06,1999-06-23,Active
TA-33211929,277,216,2015-03-26,2016-05-13,Active
TE-79278367,296,158,2022-08-02,2023-07-20,Active
RC-64121290,290,243,2022-05-14,2023-04-17,Active
NV-37847396,261,285,2013-07-18,2014-08-13,Active
HF-08783547,419,118,2002-03-04,2003-04-11,Active
PA-18350439,244,389,2018-07-02,2019-07-17,Active
JS-71680780,159,147,2023-01-08,2024-03-04,Active
HX-19191073,179,140,2023-07-21,2024-06-19,Active
VU-23742470,481,175,1997-08-06,1998-06-19,Active
RN-85358949,486,319,2004-09-03,2005-09-22,Active
UY-11503549,271,343,2021-01-15,2021-11-28,Active
LS-47185473,200,314,2008-03-28,2009-05-12,Active
JB-46674753,373,245,2009-05-24,2010-07-01,Active
JQ-29207522,374,267,2006-12-17,2007-10-28,Active
BC-01403799,416,170,2017-10-03,2018-11-16,Expired airworthiness certificate
YA-37824887,123,348,2006-10-05,2007-10-28,Active
SZ-75372181,403,342,2020-10-04,2021-08-28,Active
EY-43297184,223,124,2022-08-15,2023-07-25,Improperly repaired after an incident
UA-59231419,336,113,1999-08-24,2000-08-10,Active
WM-15351071,134,212,2022-11-27,2023-12-14,Active
ID-93257887,125,277,2009-10-23,2010-09-15,Active
PV-98989509,306,306,1997-09-27,1998-09-19,Active
ZD-33119088,249,388,2008-05-05,2009-06-16,Active
EA-85461658,242,146,2011-05-16,2012-04-10,Active
UG-38258843,283,383,2007-08-04,2008-08-03,Active
XP-50740957,475,371,2002-06-02,2003-04-28,Active
FE-02069240,222,314,1995-12-08,1996-10-16,Active
BO-33703064,387,350,1997-09-19,1998-08-08,Active
IY-50441289,180,280,2005-06-28,2006-06-13,Active
VT-94873020,381,202,2003-12-27,2004-11-07,Active
ME-75771151,184,302,2018-11-25,2020-01-14,Active
SL-12152931,471,367,2023-07-02,2024-08-01,Active
VJ-92419991,155,265,1996-02-15,1997-04-09,Active
QE-96910413,490,347,2001-08-08,2002-09-06,Active
LM-09387250,210,224,2014-11-04,2015-10-26,Active
CT-98883692,104,387,2008-11-10,2009-09-21,Active
GS-54692413,179,192,2012-08-31,2013-09-17,Active
FA-07821349,378,313,2008-06-09,2009-05-23,Active
WI-88701757,106,387,1997-10-30,1998-10-11,Active
BH-82744943,182,186,2011-09-21,2012-09-12,Active
XJ-24943538,181,351,2005-02-14,2005-12-22,Active
NK-66985371,376,343,2020-02-09,2020-12-24,Active
AK-39144917,281,336,2000-11-21,2001-12-31,Active
ZD-18034270,200,182,2000-11-24,2001-10-31,Active
HX-61486823,401,188,1997-08-02,1998-07-11,Active
XX-95020643,382,213,2014-10-29,2015-10-31,Active
CO-82168170,444,399,1997-02-25,1997-12-27,Active
ZH-92323356,135,347,1999-08-27,2000-08-30,Active
HO-06535838,217,213,2021-01-23,2021-12-29,Active
XJ-39215153,316,241,2021-06-09,2022-04-23,Active
XZ-98624038,153,363,2017-09-26,2018-11-12,Active
XS-19870759,499,381,2020-09-25,2021-11-02,Active
FC-18652802,445,118,2007-06-30,2008-05-27,Active
AT-16052451,197,194,2007-09-19,2008-10-10,Active
AH-21094475,145,328,2021-04-21,2022-03-22,Active
YN-52253082,413,136,2025-04-05,2026-03-22,Active
KR-13469867,477,273,2008-06-10,2009-05-03,Active
FS-08127300,441,186,2024-05-17,2025-06-12,Active
EZ-92272949,481,344,2016-07-05,2017-06-10,Active
GW-01746833,431,199,1998-02-12,1998-12-18,Active
XG-69334459,410,384,2001-06-19,2002-08-01,Active
CK-91605422,254,193,2009-09-14,2010-10-19,Active
BR-75906023,405,305,2016-04-07,2017-04-02,Active
DK-87735781,412,171,2000-01-09,2000-11-11,Active
GA-08251793,184,225,2004-09-13,2005-09-21,Active
EC-21999051,226,254,2003-11-03,2004-11-13,Active
TJ-23643473,339,291,2007-03-25,2008-03-30,Active
KS-35745846,155,280,2014-04-15,2015-02-18,Active
FU-25880289,296,180,2008-05-16,2009-06-25,Active
HB-36737843,249,296,2013-09-22,2014-08-22,Active
MN-16541080,432,367,2002-05-28,2003-05-10,Active
JV-67136677,494,232,1999-12-15,2000-12-05,Active
LA-52370735,148,347,2016-10-24,2017-10-25,Active
RR-37803806,360,327,2021-04-03,2022-05-29,Active
VI-80836079,348,315,2017-10-08,2018-09-04,Missing maintenance logs
KI-95769717,157,100,2018-12-30,2020-01-05,Active
XM-74330393,232,191,2011-06-01,2012-04-26,Active
OX-88642695,311,300,1998-07-15,1999-08-15,Active
PA-37989209,470,254,2004-10-30,2005-10-24,Active
MK-34269425,170,326,2025-01-06,2026-02-09,Active
HJ-48866978,429,164,1998-02-04,1999-02-26,Engine or sensors not working
BJ-74577556,257,289,2023-11-03,2024-12-07,Active
BA-29109911,210,151,2005-07-26,2006-07-12,Active
FQ-06628221,351,207,2001-02-02,2002-01-15,Active
ZY-90315608,269,187,1999-10-01,2000-09-17,Active
HJ-40726193,393,298,2001-01-02,2001-11-12,Active
SU-45203003,287,243,2004-09-21,2005-10-22,Active
DM-29911632,460,400,2018-01-28,2019-03-21,Active
ED-09739962,286,164,2002-10-04,2003-09-10,Active
KD-70577599,283,192,2011-01-15,2012-03-10,Active
RS-31382633,330,300,1999-07-23,2000-06-08,Active
YF-78106004,360,344,2001-08-27,2002-10-08,Active
NF-04499919,130,386,2017-12-14,2018-10-20,Active
AT-49796195,293,213,2021-07-09,2022-05-11,Active
OC-44625624,226,327,2015-05-19,2016-05-14,Active
MJ-22392763,170,183,2016-01-26,2017-03-02,Active
RD-91297934,151,200,2011-11-13,2013-01-05,Active
BZ-47174084,109,202,2002-01-26,2003-03-15,Active
HG-31037265,359,183,1996-06-11,1997-04-24,Active
PE-98816278,361,382,2013-01-05,2014-02-08,Active
GO-32386877,418,314,2000-03-16,2001-02-16,Active
TQ-24173679,397,104,2004-02-25,2004-12-28,Active
BT-23694396,329,345,2022-10-26,2023-11-21,Improperly repaired after an incident
YR-74470674,243,303,2011-05-30,2012-06-09,Active
JX-36417678,120,223,2022-10-03,2023-09-24,Active
BP-05161697,456,184,2014-08-26,2015-08-03,Active
UO-13793127,350,151,2007-05-22,2008-04-26,Active
HC-52160346,185,373,2018-05-23,2019-05-12,Active
JO-42346808,185,174,2011-08-09,2012-09-03,Active
SC-91059846,483,228,2019-10-04,2020-11-21,Active
QW-06109281,139,193,2011-03-01,2012-01-25,Active
GO-91433495,461,350,2003-03-14,2004-03-22,Active
TB-60462100,432,232,2024-07-20,2025-07-01,Active
AY-46206501,229,131,2017-09-16,2018-09-28,Active
YM-65761543,407,177,2003-02-18,2004-03-07,Active
ZQ-26825847,167,347,2016-02-19,2016-12-29,Active
CA-99671508,500,332,2013-07-11,2014-07-08,Active
CB-96924890,192,400,1998-06-19,1999-08-03,Active
YQ-47234401,469,126,2010-10-05,2011-08-15,Active
GR-02158913,442,354,2024-11-20,2025-09-30,Active
IE-31907954,324,237,2009-11-14,2010-10-07,Active
NI-60948088,158,379,2018-04-01,2019-04-12,Active
SH-91920369,284,100,1999-01-05,2000-02-02,Active
IH-01928030,490,273,2004-08-16,2005-06-23,Active
VK-60645221,391,367,2015-12-14,2016-11-18,Active
DS-35512523,387,164,2008-07-21,2009-07-17,Active
DQ-00593306,268,274,2022-07-25,2023-09-11,Active
NE-75544133,433,295,2007-10-18,2008-10-22,Active
LK-83835703,312,153,2005-11-12,2006-11-01,Active
AW-85926834,410,400,2021-09-12,2022-10-31,Active
NU-91357076,321,221,1996-10-14,1997-10-17,Active
VL-50112425,491,182,2015-05-27,2016-06-14,Active
NT-34804947,500,210,2017-11-01,2018-12-10,Active
NV-67003498,146,332,2018-04-17,2019-05-19,Active
OD-77020026,491,288,1996-07-03,1997-06-14,Active
FX-98466549,493,328,1998-10-14,1999-10-03,Active
JF-76615022,483,154,2004-03-26,2005-02-15,Active
YP-71501739,258,151,2024-12-29,2026-02-18,Active
PH-55942613,184,229,2009-05-24,2010-06-24,Active
XJ-22920954,143,332,2017-09-28,2018-10-06,Active
UO-28737503,491,320,2001-07-28,2002-07-27,Active
RW-30259992,405,193,2015-09-06,2016-09-14,Active
BG-93877936,104,340,1998-06-04,1999-06-20,Active
EE-44815752,383,299,2000-03-25,2001-03-27,Active
BG-36876874,215,234,2012-01-27,2013-03-08,Active
VT-56801988,493,397,2012-05-03,2013-05-28,Active
IN-38376600,477,215,2006-02-26,2007-04-18,Active
TV-74506422,391,354,2000-04-07,2001-05-21,Active
HF-29539943,353,252,2010-11-14,2011-10-10,Active
AN-23251917,341,362,2000-12-20,2001-10-31,Active
ID-22737684,204,216,2021-07-01,2022-05-19,Active
JC-01218161,334,254,2012-05-23,2013-03-25,Active
KM-24985889,279,335,2010-08-26,2011-07-15,Active
MF-95109171,441,357,2011-07-27,2012-06-14,Active
HG-00911673,419,209,2000-01-14,2001-03-12,Active
AN-85717146,411,249,1999-06-21,2000-06-25,Active
QP-54763284,285,147,2022-11-02,2023-11-27,Active
MZ-32367708,154,379,2015-03-26,2016-03-19,Active
BB-46684262,354,189,2022-04-01,2023-03-25,Active
KH-42752680,103,397,2012-08-29,2013-10-24,Active
UD-42496301,470,274,2005-07-04,2006-07-23,Active
ZF-08330206,158,165,2019-01-16,2019-11-17,Active
ON-52617789,192,358,2015-10-24,2016-10-02,Active
BI-23418737,468,102,2013-02-19,2014-02-09,Active
SP-69034819,169,160,2014-02-19,2015-02-10,Active
XE-99332504,187,119,2005-08-31,2006-08-13,Active
YS-41698650,303,342,2001-03-02,2002-04-19,Active
KK-90800186,110,187,2002-09-27,2003-08-31,Active
GU-06301412,154,180,2019-10-12,2020-12-05,Active
JI-12496505,468,379,2005-04-27,2006-03-27,Active
FE-97321788,171,383,2013-03-05,2014-03-03,Active
UM-10416157,326,174,2010-02-16,2011-02-09,Active
BX-51633225,173,169,2010-01-23,2010-12-09,Active
VK-80128962,216,259,2008-01-03,2009-01-30,Active
NJ-46147768,348,350,2004-01-16,2005-01-28,Active
FA-98655613,134,152,2008-12-20,2009-12-21,Improperly repaired after an incident
NL-86515845,424,329,2022-12-16,2024-01-08,Active
XJ-31859328,178,322,2018-09-05,2019-08-11,Active
ZX-50364301,288,190,2000-06-06,2001-07-08,Active
EM-25971952,130,368,2016-04-06,2017-04-08,Active
BX-25150400,281,276,2014-12-29,2015-11-15,Active
TG-33193994,320,241,2022-08-25,2023-09-29,Active
JQ-27942764,359,107,2018-07-09,2019-05-30,Active
UW-18801625,350,366,2016-01-02,2017-02-12,Active
OF-35573519,447,375,2003-06-26,2004-08-01,Active
EG-37038507,260,153,2015-12-16,2017-01-21,Active
LL-76197247,273,368,2014-08-28,2015-08-26,Active
UO-24279600,257,224,2002-09-24,2003-09-04,Active
VK-73098800,361,247,2005-10-01,2006-09-03,Active
FU-26990400,430,308,2012-04-29,2013-05-14,Active
YG-95228777,191,357,2006-03-20,2007-03-02,Active
SW-99081074,350,162,2016-05-19,2017-06-22,Active
KG-12140946,246,163,2011-08-21,2012-09-22,Active
AZ-69253054,115,336,2007-08-03,2008-06-27,Active
BR-83267854,402,133,2020-08-03,2021-07-06,Active
AC-78873948,266,262,1999-04-15,2000-03-19,Active
VB-65461633,173,103,2003-06-09,2004-05-20,Active
HF-99421219,276,336,2015-11-21,2016-12-07,Active
RJ-07256217,231,393,2009-02-24,2010-02-07,Expired airworthiness certificate
FK-19151700,112,183,2017-06-28,2018-08-10,Active
CE-90942160,385,219,2004-06-22,2005-06-19,Active
TP-26225054,291,143,2002-10-13,2003-10-21,Active
IG-86020002,160,205,2006-04-15,2007-05-31,Active
EQ-52258909,282,352,2021-07-09,2022-08-25,Active
PB-58373884,210,161,2007-01-13,2008-01-03,Active
RJ-14454893,424,129,2021-12-10,2023-01-03,Active
OE-56286778,342,119,2022-11-09,2023-10-22,Active
PL-03917657,438,344,2002-12-10,2003-12-14,Active
SF-21224625,132,268,2016-04-11,2017-05-27,Active
UH-44499312,439,338,2016-12-30,2018-02-03,Active
EW-69595090,239,397,2010-12-18,2011-10-24,Active
RM-06249783,465,139,2007-06-06,2008-05-02,Active
HT-19690112,337,365,1997-03-05,1998-01-09,Active
EQ-54318413,225,352,2022-09-07,2023-07-14,Active
VK-56181591,472,198,1996-05-21,1997-04-19,Active
YV-01960251,187,261,2020-06-17,2021-05-10,Active
PG-91292473,208,388,2009-12-15,2010-12-08,Active
RK-97213261,450,106,2008-06-21,2009-05-08,Active
YN-31123200,112,334,2017-12-26,2019-01-26,Active
BN-69895431,477,323,2016-02-29,2017-02-08,Active
JI-22657797,478,107,2024-03-06,2025-02-24,Active
GJ-57903925,329,257,2021-08-13,2022-07-12,Active
MO-09761464,317,204,2019-07-14,2020-06-14,Active
AP-67338724,285,127,2017-05-20,2018-07-15,Active
VK-68661434,162,108,2021-12-16,2022-11-01,Active
UP-30196223,220,102,2024-07-30,2025-09-03,Active
DT-46938437,237,176,2000-02-07,2001-02-04,Active
JW-55917254,340,330,2013-05-20,2014-04-11,Active
HX-73526273,435,200,2020-12-01,2021-10-13,Active
PZ-35949430,346,144,2010-05-11,2011-05-04,Active
PT-59905495,467,228,1997-12-05,1999-01-31,Active
MY-77015288,321,397,2002-03-11,2003-03-14,Active
KL-30679055,218,316,1997-01-31,1997-12-28,Active
DU-31197585,262,131,2021-01-17,2021-12-02,Active
MS-22256396,416,216,2010-07-04,2011-05-16,Active
LC-69625278,224,367,1996-03-19,1997-04-21,Active
AZ-27685450,243,349,2003-06-04,2004-08-02,Active
WV-84642970,301,351,2012-01-31,2013-03-15,Active
QK-11558698,146,227,2012-03-23,2013-03-17,Active
DY-63432862,280,149,1998-06-20,1999-07-27,Active
QV-52359583,326,145,2003-09-10,2004-11-03,Active
CO-86210468,113,217,2006-12-08,2007-12-13,Active
IM-28556796,466,132,2006-02-13,2007-03-12,Active
NZ-34836106,134,105,2014-08-18,2015-09-07,Active
LS-30065100,209,102,2013-04-15,2014-04-30,Flight control systems malfunction
GE-90487707,251,296,2023-05-19,2024-05-31,Active
HH-07916761,439,368,2004-09-19,2005-08-25,Corrosion on airframe or wings
JQ-27043719,349,120,2008-09-07,2009-09-23,Active
BT-81574369,414,383,2024-03-18,2025-02-19,Active
CZ-12687425,383,360,2004-03-14,2005-05-12,Active
IP-14848901,309,111,1995-06-23,1996-08-03,Active
PC-66444969,331,326,1999-09-12,2000-08-23,Active
NR-98020969,163,265,2015-07-21,2016-06-18,Active
FY-51195631,236,199,2016-08-10,2017-07-12,Active
BB-24100311,143,270,2013-06-24,2014-04-29,Active
DN-26530663,127,143,2005-01-24,2006-01-02,Active
YD-73320349,283,310,2008-08-24,2009-09-28,Active
FY-53914446,381,178,2014-02-27,2015-03-21,Active
CH-45873378,234,363,2023-11-03,2024-09-09,Active
FO-59591567,461,266,1996-04-29,1997-06-04,Active
FP-69565741,291,392,2016-08-07,2017-07-21,Active
BC-81869181,113,399,2011-04-08,2012-04-26,Active
SO-13873847,218,301,2007-01-10,2007-11-22,Active
EW-72601425,245,360,2001-01-23,2002-01-05,Active
JP-50561612,153,393,2005-03-20,2006-02-14,Active
UT-61778915,201,194,1999-12-08,2000-10-18,Active
AM-39820764,494,164,2004-04-22,2005-05-07,Active
TN-06848112,375,270,2022-11-05,2023-11-11,Active
AL-00954405,298,111,2018-09-07,2019-10-30,Active
ZP-33068799,406,180,2017-03-03,2018-04-21,Active
AP-70619734,451,170,2009-11-15,2010-09-20,Active
HE-02235840,302,275,2010-10-27,2011-11-17,Active
KY-26966689,341,221,2021-09-17,2022-10-21,Active
VN-33975320,370,304,2022-06-07,2023-04-12,Active
SE-52611309,152,237,2009-06-22,2010-04-28,Active
ZD-61894878,485,268,1997-11-06,1998-12-03,Active
AL-42544098,296,395,1998-06-18,1999-05-17,Active
LL-06990864,314,386,2007-08-22,2008-09-11,Active
SB-54752801,429,141,2009-02-12,2010-01-22,Active
IK-36517386,382,336,2022-01-31,2022-12-21,Active
BB-93925012,162,127,2022-07-01,2023-05-21,Active
IN-84072853,488,227,2009-10-03,2010-09-06,Active
UN-99374377,165,221,1999-09-08,2000-10-22,Active
TY-20124432,233,178,2020-01-14,2021-01-08,Active
ET-15186858,197,208,2008-12-11,2010-01-19,Active
AT-65506511,228,274,2010-03-30,2011-04-24,Active
CM-76259545,347,131,2009-10-28,2010-11-27,Active
